Date;Activity;Plants;Note
09.09.2024;Watering;Jake;Rain Water
26.05.2024;Watering;Amy;
30.05.2024;Watering;Amy;
01.06.2024;Watering;Amy;Rain Water
03.06.2024;Watering;Amy;Rain Water
04.06.2024;Fertilizing;Amy;
04.06.2024;Watering;Amy;
06.06.2024;Watering;Amy;
06.06.2024;Repot;Amy;
07.06.2024;Watering;Amy;
08.06.2024;Watering;Amy;
09.06.2024;Watering;Amy;
10.06.2024;Watering;Amy;
10.06.2024;Added Autowaterer;Amy;
11.06.2024;Watering;Amy;
12.06.2024;Watering;Amy;
13.06.2024;Watering;Amy;
15.06.2024;Fertilizing;Amy;
15.06.2024;Watering;Amy;
16.06.2024;Watering;Amy;
17.06.2024;Watering;Amy;
18.06.2024;Watering;Amy;
25.06.2024;Watering;Amy;
25.06.2024;Watering;Amy;
25.06.2024;Pruning;Amy;
27.06.2024;Watering;Amy;
28.06.2024;Watering;Amy;
02.07.2024;Fertilizing;Amy;
02.07.2024;Watering;Amy;
02.07.2024;Fertilizing;Amy;
15.07.2024;Watering;Amy;
16.07.2024;Fertilizing;Amy;
16.07.2024;Watering;Amy;
31.07.2024;Pruning;Amy;
31.07.2024;Watering;Amy;
01.08.2024;Watering;Amy;Rain Water
02.08.2024;Watering;Amy;
03.08.2024;Watering;Amy;Rain Water
05.08.2024;Watering;Amy;
07.08.2024;Fertilizing;Amy;
07.08.2024;Watering;Amy;
08.08.2024;Watering;Amy;
11.08.2024;Watering;Amy;
12.08.2024;Watering;Amy;
13.08.2024;Watering;Amy;
18.08.2024;Watering;Amy;Rain Water
20.08.2024;Watering;Amy;
20.08.2024;Stalking+Pruning;Amy;
21.08.2024;Watering;Amy;
23.08.2024;Fertilizing;Amy;
23.08.2024;Watering;Amy;
24.08.2024;Watering;Amy;
27.08.2024;Watering;Amy;
28.08.2024;Watering;Amy;
30.08.2024;Watering;Amy;
02.09.2024;Watering;Amy;
05.09.2024;Watering;Amy;
07.09.2024;Watering;Amy;
09.09.2024;Watering;Amy;Rain Water
26.05.2024;Watering;Scully;
30.05.2024;Watering;Scully;
01.06.2024;Watering;Scully;Rain Water
03.06.2024;Watering;Scully;Rain Water
04.06.2024;Fertilizing;Scully;
04.06.2024;Watering;Scully;
07.06.2024;Watering;Scully;
09.06.2024;Repot;Scully;
10.06.2024;Watering;Scully;
10.06.2024;Added Autowaterer;Scully;
11.06.2024;Watering;Scully;
12.06.2024;Watering;Scully;
15.06.2024;Fertilizing;Scully;
15.06.2024;Watering;Scully;
16.06.2024;Watering;Scully;
17.06.2024;Watering;Scully;
18.06.2024;Watering;Scully;
27.06.2024;Watering;Scully;
28.06.2024;Watering;Scully;
02.07.2024;Fertilizing;Scully;
02.07.2024;Watering;Scully;
02.07.2024;Fertilizing;Scully;
15.07.2024;Watering;Scully;
16.07.2024;Fertilizing;Scully;
16.07.2024;Watering;Scully;
31.07.2024;Pruning;Scully;
31.07.2024;Watering;Scully;
01.08.2024;Watering;Scully;Rain Water
02.08.2024;Watering;Scully;
03.08.2024;Watering;Scully;Rain Water
05.08.2024;Watering;Scully;
07.08.2024;Fertilizing;Scully;
07.08.2024;Watering;Scully;
08.08.2024;Watering;Scully;
11.08.2024;Watering;Scully;
12.08.2024;Watering;Scully;
13.08.2024;Watering;Scully;
15.08.2024;Watering;Scully;
18.08.2024;Watering;Scully;Rain Water
20.08.2024;Watering;Scully;
20.08.2024;Stalking+Pruning;Scully;
21.08.2024;Watering;Scully;
23.08.2024;Fertilizing;Scully;
23.08.2024;Watering;Scully;
24.08.2024;Watering;Scully;
27.08.2024;Watering;Scully;
28.08.2024;Watering;Scully;
30.08.2024;Watering;Scully;
02.09.2024;Watering;Scully;
05.09.2024;Watering;Scully;
07.09.2024;Watering;Scully;
09.09.2024;Watering;Scully;Rain Water
26.05.2024;Watering;Ray;
30.05.2024;Watering;Ray;
03.06.2024;Watering;Ray;Rain Water
04.06.2024;Fertilizing;Ray;
04.06.2024;Watering;Ray;
05.06.2024;Repot;Ray;
06.06.2024;Watering;Ray;
07.06.2024;Watering;Ray;
08.06.2024;Watering;Ray;
09.06.2024;Watering;Ray;
10.06.2024;Watering;Ray;
10.06.2024;Repot;Ray;
11.06.2024;Watering;Ray;
12.06.2024;Watering;Ray;
13.06.2024;Watering;Ray;
15.06.2024;Fertilizing;Ray;
15.06.2024;Watering;Ray;
16.06.2024;Watering;Ray;
17.06.2024;Watering;Ray;
18.06.2024;Watering;Ray;
19.06.2024;Watering;Ray;
25.06.2024;Pruning;Ray;
25.06.2024;Watering;Ray;
27.06.2024;Watering;Ray;
28.06.2024;Watering;Ray;
02.07.2024;Fertilizing;Ray;
02.07.2024;Watering;Ray;
02.07.2024;Fertilizing;Ray;
15.07.2024;Watering;Ray;
16.07.2024;Fertilizing;Ray;
16.07.2024;Watering;Ray;
30.07.2024;Watering;Ray;
31.07.2024;Watering;Ray;
01.08.2024;Watering;Ray;Rain Water
02.08.2024;Watering;Ray;
03.08.2024;Watering;Ray;Rain Water
05.08.2024;Watering;Ray;
07.08.2024;Fertilizing;Ray;
07.08.2024;Watering;Ray;
08.08.2024;Watering;Ray;
11.08.2024;Watering;Ray;
12.08.2024;Watering;Ray;
13.08.2024;Watering;Ray;
15.08.2024;Watering;Ray;
18.08.2024;Watering;Ray;Rain Water
20.08.2024;Watering;Ray;
20.08.2024;Stalking+Pruning;Ray;
21.08.2024;Watering;Ray;
23.08.2024;Fertilizing;Ray;
23.08.2024;Watering;Ray;
24.08.2024;Watering;Ray;
27.08.2024;Watering;Ray;
28.08.2024;Watering;Ray;
30.08.2024;Watering;Ray;
02.09.2024;Watering;Ray;
07.09.2024;Watering;Ray;
09.09.2024;Watering;Ray;Rain Water
26.05.2024;Watering;Hitchcock;
30.05.2024;Watering;Hitchcock;
01.06.2024;Watering;Hitchcock;Rain Water
03.06.2024;Watering;Hitchcock;Rain Water
04.06.2024;Fertilizing;Hitchcock;
04.06.2024;Watering;Hitchcock;
06.06.2024;Watering;Hitchcock;
07.06.2024;Watering;Hitchcock;
09.06.2024;Repot;Hitchcock;
10.06.2024;Watering;Hitchcock;
10.06.2024;Added Autowaterer;Hitchcock;
11.06.2024;Watering;Hitchcock;
12.06.2024;Watering;Hitchcock;
15.06.2024;Fertilizing;Hitchcock;
15.06.2024;Watering;Hitchcock;
16.06.2024;Watering;Hitchcock;
17.06.2024;Watering;Hitchcock;
18.06.2024;Watering;Hitchcock;
27.06.2024;Watering;Hitchcock;
28.06.2024;Watering;Hitchcock;
02.07.2024;Fertilizing;Hitchcock;
02.07.2024;Watering;Hitchcock;
02.07.2024;Fertilizing;Hitchcock;
15.07.2024;Watering;Hitchcock;
16.07.2024;Fertilizing;Hitchcock;
16.07.2024;Watering;Hitchcock;
31.07.2024;Pruning;Hitchcock;
31.07.2024;Watering;Hitchcock;
01.08.2024;Watering;Hitchcock;Rain Water
02.08.2024;Watering;Hitchcock;
03.08.2024;Watering;Hitchcock;Rain Water
05.08.2024;Watering;Hitchcock;
07.08.2024;Fertilizing;Hitchcock;
07.08.2024;Watering;Hitchcock;
08.08.2024;Watering;Hitchcock;
11.08.2024;Watering;Hitchcock;
12.08.2024;Watering;Hitchcock;
13.08.2024;Watering;Hitchcock;
15.08.2024;Watering;Hitchcock;
18.08.2024;Watering;Hitchcock;Rain Water
20.08.2024;Watering;Hitchcock;
20.08.2024;Stalking+Pruning;Hitchcock;
21.08.2024;Watering;Hitchcock;
23.08.2024;Fertilizing;Hitchcock;
23.08.2024;Watering;Hitchcock;
24.08.2024;Watering;Hitchcock;
27.08.2024;Watering;Hitchcock;
28.08.2024;Watering;Hitchcock;
30.08.2024;Watering;Hitchcock;
02.09.2024;Watering;Hitchcock;
05.09.2024;Watering;Hitchcock;
07.09.2024;Watering;Hitchcock;
09.09.2024;Watering;Hitchcock;Rain Water
26.05.2024;Watering;Rosa;
30.05.2024;Watering;Rosa;
01.06.2024;Watering;Rosa;Rain Water
03.06.2024;Watering;Rosa;Rain Water
04.06.2024;Fertilizing;Rosa;
04.06.2024;Watering;Rosa;
07.06.2024;Watering;Rosa;
08.06.2024;Watering;Rosa;
09.06.2024;Watering;Rosa;
10.06.2024;Watering;Rosa;
10.06.2024;Repot;Rosa;
11.06.2024;Watering;Rosa;
12.06.2024;Watering;Rosa;
13.06.2024;Watering;Rosa;
15.06.2024;Fertilizing;Rosa;
15.06.2024;Watering;Rosa;
16.06.2024;Watering;Rosa;
17.06.2024;Watering;Rosa;
18.06.2024;Watering;Rosa;
19.06.2024;Watering;Rosa;
25.06.2024;Pruning;Rosa;
25.06.2024;Watering;Rosa;
27.06.2024;Watering;Rosa;
28.06.2024;Watering;Rosa;
02.07.2024;Fertilizing;Rosa;
02.07.2024;Watering;Rosa;
02.07.2024;Fertilizing;Rosa;
15.07.2024;Watering;Rosa;
16.07.2024;Fertilizing;Rosa;
16.07.2024;Watering;Rosa;
30.07.2024;Watering;Rosa;
31.07.2024;Pruning;Rosa;
31.07.2024;Watering;Rosa;
01.08.2024;Watering;Rosa;Rain Water
02.08.2024;Watering;Rosa;
03.08.2024;Watering;Rosa;Rain Water
05.08.2024;Watering;Rosa;
07.08.2024;Fertilizing;Rosa;
07.08.2024;Watering;Rosa;
08.08.2024;Watering;Rosa;
11.08.2024;Watering;Rosa;
12.08.2024;Watering;Rosa;
13.08.2024;Watering;Rosa;
15.08.2024;Watering;Rosa;
18.08.2024;Watering;Rosa;Rain Water
20.08.2024;Watering;Rosa;
20.08.2024;Stalking+Pruning;Rosa;
21.08.2024;Watering;Rosa;
23.08.2024;Fertilizing;Rosa;
23.08.2024;Watering;Rosa;
24.08.2024;Watering;Rosa;
27.08.2024;Watering;Rosa;
28.08.2024;Watering;Rosa;
30.08.2024;Watering;Rosa;
02.09.2024;Watering;Rosa;
07.09.2024;Watering;Rosa;
09.09.2024;Watering;Rosa;Rain Water
26.05.2024;Watering;Gina;
30.05.2024;Watering;Gina;
01.06.2024;Watering;Gina;Rain Water
03.06.2024;Watering;Gina;Rain Water
04.06.2024;Fertilizing;Gina;
04.06.2024;Watering;Gina;
07.06.2024;Watering;Gina;
10.06.2024;Repot;Gina;
11.06.2024;Watering;Gina;
12.06.2024;Watering;Gina;
13.06.2024;Watering;Gina;
15.06.2024;Fertilizing;Gina;
15.06.2024;Watering;Gina;
16.06.2024;Watering;Gina;
17.06.2024;Watering;Gina;
18.06.2024;Watering;Gina;
19.06.2024;Watering;Gina;
25.06.2024;Watering;Gina;
25.06.2024;Pruning;Gina;
27.06.2024;Watering;Gina;
28.06.2024;Watering;Gina;
02.07.2024;Fertilizing;Gina;
02.07.2024;Watering;Gina;
02.07.2024;Fertilizing;Gina;
15.07.2024;Watering;Gina;
16.07.2024;Fertilizing;Gina;
16.07.2024;Watering;Gina;
30.07.2024;Watering;Gina;
31.07.2024;Pruning;Gina;
31.07.2024;Watering;Gina;
01.08.2024;Watering;Gina;Rain Water
02.08.2024;Watering;Gina;
03.08.2024;Watering;Gina;Rain Water
05.08.2024;Watering;Gina;
07.08.2024;Fertilizing;Gina;
07.08.2024;Watering;Gina;
08.08.2024;Watering;Gina;
11.08.2024;Watering;Gina;
12.08.2024;Watering;Gina;
13.08.2024;Watering;Gina;
15.08.2024;Watering;Gina;
18.08.2024;Watering;Gina;Rain Water
20.08.2024;Watering;Gina;
20.08.2024;Stalking+Pruning;Gina;
21.08.2024;Watering;Gina;
23.08.2024;Fertilizing;Gina;
23.08.2024;Watering;Gina;
24.08.2024;Watering;Gina;
27.08.2024;Watering;Gina;
28.08.2024;Watering;Gina;
30.08.2024;Watering;Gina;
02.09.2024;Watering;Gina;
07.09.2024;Watering;Gina;
09.09.2024;Watering;Gina;Rain Water
04.06.2024;Watering;Lucas;
04.06.2024;Fertilizing;Lucas;
04.06.2024;Watering;Lucas;
05.06.2024;Watering;Lucas;
07.06.2024;Watering;Lucas;
08.06.2024;Watering;Lucas;
09.06.2024;Watering;Lucas;
10.06.2024;Watering;Lucas;
11.06.2024;Watering;Lucas;
13.06.2024;Watering;Lucas;
15.06.2024;Fertilizing;Lucas;
15.06.2024;Watering;Lucas;
16.06.2024;Watering;Lucas;
18.06.2024;Watering;Lucas;
19.06.2024;Watering;Lucas;
25.06.2024;Watering;Lucas;
25.06.2024;Fertilizing;Lucas;
26.06.2024;Watering;Lucas;
27.06.2024;Watering;Lucas;
28.06.2024;Watering;Lucas;
29.06.2024;Watering;Lucas;
01.07.2024;Watering;Lucas;
05.07.2024;Watering;Lucas;
05.07.2024;Fertilizing;Lucas;
15.07.2024;Watering;Lucas;
19.07.2024;Watering;Lucas;
21.07.2024;Watering;Lucas;
22.07.2024;Watering;Lucas;
24.07.2024;Fertilizing;Lucas;
24.07.2024;Watering;Lucas;
26.07.2024;Watering;Lucas;
31.07.2024;Watering;Lucas;
01.08.2024;Watering;Lucas;Rain Water
02.08.2024;Watering;Lucas;
03.08.2024;Watering;Lucas;Rain Water
05.08.2024;Watering;Lucas;
07.08.2024;Fertilizing;Lucas;
07.08.2024;Watering;Lucas;
08.08.2024;Watering;Lucas;
11.08.2024;Watering;Lucas;
12.08.2024;Watering;Lucas;
12.08.2024;Repot;Lucas;
13.08.2024;Watering;Lucas;
15.08.2024;Watering;Lucas;
20.08.2024;Watering;Lucas;
21.08.2024;Watering;Lucas;
23.08.2024;Fertilizing;Lucas;
23.08.2024;Watering;Lucas;
24.08.2024;Watering;Lucas;
28.08.2024;Watering;Lucas;
30.08.2024;Watering;Lucas;
02.09.2024;Watering;Lucas;
05.09.2024;Watering;Lucas;
10.09.2024;Watering;Lucas;
04.06.2024;Watering;Tim;
04.06.2024;Fertilizing;Tim;
04.06.2024;Watering;Tim;
05.06.2024;Watering;Tim;
06.06.2024;Watering;Tim;
07.06.2024;Watering;Tim;
08.06.2024;Watering;Tim;
09.06.2024;Watering;Tim;
10.06.2024;Watering;Tim;
11.06.2024;Watering;Tim;
12.06.2024;Watering;Tim;
13.06.2024;Watering;Tim;
15.06.2024;Fertilizing;Tim;
15.06.2024;Watering;Tim;
16.06.2024;Watering;Tim;
17.06.2024;Watering;Tim;
18.06.2024;Watering;Tim;
19.06.2024;Watering;Tim;
25.06.2024;Watering;Tim;
26.06.2024;Watering;Tim;
27.06.2024;Watering;Tim;
28.06.2024;Watering;Tim;
29.06.2024;Watering;Tim;
30.06.2024;Watering;Tim;
01.07.2024;Watering;Tim;
02.07.2024;Watering;Tim;
03.07.2024;Fertilizing;Tim;
03.07.2024;Watering;Tim;
15.07.2024;Watering;Tim;
16.07.2024;Watering;Tim;
18.07.2024;Watering;Tim;
18.07.2024;Fertilizing;Tim;
19.07.2024;Watering;Tim;
21.07.2024;Watering;Tim;
22.07.2024;Watering;Tim;
24.07.2024;Fertilizing;Tim;
24.07.2024;Watering;Tim;
26.07.2024;Watering;Tim;
31.07.2024;Watering;Tim;
01.08.2024;Watering;Tim;Rain Water
02.08.2024;Watering;Tim;
03.08.2024;Watering;Tim;Rain Water
05.08.2024;Watering;Tim;
07.08.2024;Fertilizing;Tim;
07.08.2024;Watering;Tim;
11.08.2024;Watering;Tim;
12.08.2024;Watering;Tim;
13.08.2024;Watering;Tim;
15.08.2024;Watering;Tim;
20.08.2024;Watering;Tim;
21.08.2024;Watering;Tim;
23.08.2024;Fertilizing;Tim;
23.08.2024;Watering;Tim;
24.08.2024;Watering;Tim;
28.08.2024;Watering;Tim;
30.08.2024;Watering;Tim;
02.09.2024;Watering;Tim;
05.09.2024;Watering;Tim;
07.09.2024;Watering;Tim;
09.09.2024;Watering;Tim;
04.06.2024;Watering;Jim;
04.06.2024;Fertilizing;Jim;
04.06.2024;Watering;Jim;
05.06.2024;Watering;Jim;
06.06.2024;Watering;Jim;
07.06.2024;Watering;Jim;
08.06.2024;Watering;Jim;
09.06.2024;Watering;Jim;
10.06.2024;Watering;Jim;
11.06.2024;Watering;Jim;
12.06.2024;Watering;Jim;
13.06.2024;Watering;Jim;
15.06.2024;Fertilizing;Jim;
15.06.2024;Watering;Jim;
16.06.2024;Watering;Jim;
17.06.2024;Watering;Jim;
18.06.2024;Watering;Jim;
19.06.2024;Watering;Jim;
25.06.2024;Watering;Jim;
26.06.2024;Watering;Jim;
27.06.2024;Watering;Jim;
28.06.2024;Watering;Jim;
29.06.2024;Watering;Jim;
01.07.2024;Watering;Jim;
03.07.2024;Fertilizing;Jim;
03.07.2024;Watering;Jim;
15.07.2024;Watering;Jim;
16.07.2024;Watering;Jim;
18.07.2024;Watering;Jim;
18.07.2024;Fertilizing;Jim;
19.07.2024;Watering;Jim;
21.07.2024;Watering;Jim;
22.07.2024;Watering;Jim;
23.07.2024;Watering;Jim;
24.07.2024;Fertilizing;Jim;
24.07.2024;Watering;Jim;
26.07.2024;Watering;Jim;
31.07.2024;Watering;Jim;
01.08.2024;Watering;Jim;Rain Water
02.08.2024;Watering;Jim;
03.08.2024;Watering;Jim;Rain Water
05.08.2024;Watering;Jim;
07.08.2024;Fertilizing;Jim;
07.08.2024;Watering;Jim;
11.08.2024;Watering;Jim;
12.08.2024;Watering;Jim;
13.08.2024;Watering;Jim;
15.08.2024;Watering;Jim;
18.08.2024;Watering;Jim;Rain Water
20.08.2024;Watering;Jim;
21.08.2024;Watering;Jim;
23.08.2024;Fertilizing;Jim;
23.08.2024;Watering;Jim;
24.08.2024;Watering;Jim;
28.08.2024;Watering;Jim;
30.08.2024;Watering;Jim;
05.09.2024;Watering;Jim;
07.09.2024;Watering;Jim;
09.09.2024;Watering;Jim;
04.06.2024;Watering;Bart;
06.06.2024;Watering;Bart;
06.06.2024;Repot;Bart;
07.06.2024;Watering;Bart;
08.06.2024;Watering;Bart;
09.06.2024;Watering;Bart;
10.06.2024;Fertilizing;Bart;
10.06.2024;Fertilizing;Bart;
10.06.2024;Watering;Bart;
10.06.2024;Added Autowaterer;Bart;
11.06.2024;Watering;Bart;
12.06.2024;Watering;Bart;
13.06.2024;Watering;Bart;
15.06.2024;Fertilizing;Bart;
15.06.2024;Watering;Bart;
16.06.2024;Watering;Bart;
17.06.2024;Watering;Bart;
18.06.2024;Watering;Bart;
25.06.2024;Watering;Bart;
27.06.2024;Watering;Bart;
28.06.2024;Watering;Bart;
02.07.2024;Fertilizing;Bart;
02.07.2024;Watering;Bart;
02.07.2024;Fertilizing;Bart;
15.07.2024;Watering;Bart;
16.07.2024;Fertilizing;Bart;
16.07.2024;Watering;Bart;
31.07.2024;Watering;Bart;
01.08.2024;Watering;Bart;Rain Water
02.08.2024;Watering;Bart;
03.08.2024;Watering;Bart;Rain Water
05.08.2024;Watering;Bart;
07.08.2024;Fertilizing;Bart;
07.08.2024;Watering;Bart;
08.08.2024;Watering;Bart;
11.08.2024;Watering;Bart;
12.08.2024;Watering;Bart;
13.08.2024;Watering;Bart;
18.08.2024;Watering;Bart;Rain Water
20.08.2024;Watering;Bart;
21.08.2024;Watering;Bart;
23.08.2024;Fertilizing;Bart;
23.08.2024;Watering;Bart;
24.08.2024;Watering;Bart;
27.08.2024;Watering;Bart;
28.08.2024;Watering;Bart;
30.08.2024;Watering;Bart;
02.09.2024;Watering;Bart;
05.09.2024;Watering;Bart;
07.09.2024;Watering;Bart;
09.09.2024;Watering;Bart;Rain Water
04.06.2024;Watering;Chris;
04.06.2024;Fertilizing;Chris;
04.06.2024;Watering;Chris;
05.06.2024;Watering;Chris;
08.06.2024;Watering;Chris;
10.06.2024;Watering;Chris;
10.06.2024;Repot;Chris;
11.06.2024;Watering;Chris;
13.06.2024;Watering;Chris;
15.06.2024;Fertilizing;Chris;
15.06.2024;Watering;Chris;
18.06.2024;Watering;Chris;
19.06.2024;Watering;Chris;
25.06.2024;Watering;Chris;
28.06.2024;Watering;Chris;
02.07.2024;Fertilizing;Chris;
02.07.2024;Watering;Chris;
06.07.2024;Watering;Chris;
15.07.2024;Watering;Chris;
16.07.2024;Fertilizing;Chris;
16.07.2024;Watering;Chris;
19.07.2024;Watering;Chris;
21.07.2024;Watering;Chris;
26.07.2024;Watering;Chris;
31.07.2024;Watering;Chris;
01.08.2024;Watering;Chris;Rain Water
03.08.2024;Watering;Chris;Rain Water
07.08.2024;Fertilizing;Chris;
07.08.2024;Watering;Chris;
09.08.2024;Watering;Chris;
11.08.2024;Watering;Chris;
12.08.2024;Watering;Chris;
18.08.2024;Watering;Chris;Rain Water
20.08.2024;Watering;Chris;
21.08.2024;Watering;Chris;
23.08.2024;Fertilizing;Chris;
23.08.2024;Watering;Chris;
30.08.2024;Watering;Chris;
02.09.2024;Watering;Chris;
07.09.2024;Watering;Chris;
09.09.2024;Watering;Chris;
04.06.2024;Watering;Nate;
04.06.2024;Fertilizing;Nate;
04.06.2024;Watering;Nate;
05.06.2024;Watering;Nate;
06.06.2024;Watering;Nate;
07.06.2024;Watering;Nate;
08.06.2024;Watering;Nate;
09.06.2024;Watering;Nate;
10.06.2024;Watering;Nate;
11.06.2024;Watering;Nate;
13.06.2024;Watering;Nate;
15.06.2024;Fertilizing;Nate;
15.06.2024;Watering;Nate;
16.06.2024;Watering;Nate;
18.06.2024;Watering;Nate;
19.06.2024;Watering;Nate;
25.06.2024;Watering;Nate;
25.06.2024;Fertilizing;Nate;
26.06.2024;Watering;Nate;
27.06.2024;Watering;Nate;
28.06.2024;Watering;Nate;
29.06.2024;Watering;Nate;
01.07.2024;Watering;Nate;
05.07.2024;Watering;Nate;
05.07.2024;Fertilizing;Nate;
15.07.2024;Watering;Nate;
19.07.2024;Watering;Nate;
21.07.2024;Watering;Nate;
22.07.2024;Watering;Nate;
24.07.2024;Fertilizing;Nate;
24.07.2024;Watering;Nate;
26.07.2024;Watering;Nate;
31.07.2024;Watering;Nate;
01.08.2024;Watering;Nate;Rain Water
02.08.2024;Watering;Nate;
03.08.2024;Watering;Nate;Rain Water
05.08.2024;Watering;Nate;
07.08.2024;Fertilizing;Nate;
07.08.2024;Watering;Nate;
08.08.2024;Watering;Nate;
11.08.2024;Watering;Nate;
12.08.2024;Watering;Nate;
12.08.2024;Repot;Nate;
13.08.2024;Watering;Nate;
15.08.2024;Watering;Nate;
20.08.2024;Watering;Nate;
21.08.2024;Watering;Nate;
23.08.2024;Fertilizing;Nate;
23.08.2024;Watering;Nate;
24.08.2024;Watering;Nate;
28.08.2024;Watering;Nate;
30.08.2024;Watering;Nate;
02.09.2024;Watering;Nate;
05.09.2024;Watering;Nate;
10.09.2024;Watering;Nate;
04.06.2024;Watering;Sandra;
04.06.2024;Fertilizing;Sandra;
04.06.2024;Watering;Sandra;
05.06.2024;Watering;Sandra;
06.06.2024;Watering;Sandra;
07.06.2024;Watering;Sandra;
08.06.2024;Watering;Sandra;
09.06.2024;Watering;Sandra;
10.06.2024;Watering;Sandra;
11.06.2024;Watering;Sandra;
13.06.2024;Watering;Sandra;
15.06.2024;Fertilizing;Sandra;
15.06.2024;Watering;Sandra;
16.06.2024;Watering;Sandra;
18.06.2024;Watering;Sandra;
19.06.2024;Watering;Sandra;
25.06.2024;Watering;Sandra;
25.06.2024;Fertilizing;Sandra;
26.06.2024;Watering;Sandra;
27.06.2024;Watering;Sandra;
28.06.2024;Watering;Sandra;
29.06.2024;Watering;Sandra;
01.07.2024;Watering;Sandra;
05.07.2024;Watering;Sandra;
05.07.2024;Fertilizing;Sandra;
15.07.2024;Watering;Sandra;
19.07.2024;Watering;Sandra;
21.07.2024;Watering;Sandra;
22.07.2024;Watering;Sandra;
24.07.2024;Fertilizing;Sandra;
24.07.2024;Watering;Sandra;
26.07.2024;Watering;Sandra;
31.07.2024;Watering;Sandra;
01.08.2024;Watering;Sandra;Rain Water
02.08.2024;Watering;Sandra;
03.08.2024;Watering;Sandra;Rain Water
05.08.2024;Watering;Sandra;
07.08.2024;Fertilizing;Sandra;
07.08.2024;Watering;Sandra;
08.08.2024;Watering;Sandra;
11.08.2024;Watering;Sandra;
12.08.2024;Watering;Sandra;
12.08.2024;Repot;Sandra;
13.08.2024;Watering;Sandra;
15.08.2024;Watering;Sandra;
20.08.2024;Watering;Sandra;
21.08.2024;Watering;Sandra;
23.08.2024;Fertilizing;Sandra;
23.08.2024;Watering;Sandra;
24.08.2024;Watering;Sandra;
28.08.2024;Watering;Sandra;
30.08.2024;Watering;Sandra;
02.09.2024;Watering;Sandra;
05.09.2024;Watering;Sandra;
10.09.2024;Watering;Sandra;
04.06.2024;Watering;Bond;
06.06.2024;Watering;Bond;
08.06.2024;Watering;Bond;
09.06.2024;Watering;Bond;
10.06.2024;Fertilizing;Bond;
10.06.2024;Fertilizing;Bond;
10.06.2024;Watering;Bond;
12.06.2024;Watering;Bond;
15.06.2024;Watering;Bond;
15.06.2024;Fertilizing;Bond;
17.06.2024;Watering;Bond;
18.06.2024;Watering;Bond;
19.06.2024;Watering;Bond;
25.06.2024;Watering;Bond;
26.06.2024;Watering;Bond;
27.06.2024;Watering;Bond;
28.06.2024;Watering;Bond;
03.07.2024;Watering;Bond;
06.07.2024;Watering;Bond;
15.07.2024;Watering;Bond;
16.07.2024;Watering;Bond;
18.07.2024;Watering;Bond;
18.07.2024;Fertilizing;Bond;
19.07.2024;Watering;Bond;
21.07.2024;Watering;Bond;
22.07.2024;Watering;Bond;
24.07.2024;Fertilizing;Bond;
24.07.2024;Watering;Bond;
26.07.2024;Watering;Bond;
31.07.2024;Watering;Bond;
01.08.2024;Watering;Bond;Rain Water
02.08.2024;Watering;Bond;
03.08.2024;Watering;Bond;Rain Water
05.08.2024;Watering;Bond;
07.08.2024;Watering;Bond;
08.08.2024;Watering;Bond;
11.08.2024;Watering;Bond;
13.08.2024;Watering;Bond;
15.08.2024;Watering;Bond;
18.08.2024;Watering;Bond;Rain Water
20.08.2024;Watering;Bond;
21.08.2024;Watering;Bond;
24.08.2024;Watering;Bond;
27.08.2024;Watering;Bond;
28.08.2024;Watering;Bond;
30.08.2024;Watering;Bond;
02.09.2024;Watering;Bond;
05.09.2024;Watering;Bond;
07.09.2024;Watering;Bond;
09.09.2024;Watering;Bond;
10.06.2024;Watering;Mrs Sprout;
17.06.2024;Fertilizing;Mrs Sprout;
17.06.2024;Watering;Mrs Sprout;
19.06.2024;Watering;Mrs Sprout;
25.06.2024;Watering;Mrs Sprout;
25.06.2024;Fertilizing;Mrs Sprout;
03.07.2024;Repot;Mrs Sprout;
03.07.2024;Watering;Mrs Sprout;
11.07.2024;Watering;Mrs Sprout;
15.07.2024;Watering;Mrs Sprout;
19.07.2024;Watering;Mrs Sprout;
23.07.2024;Fertilizing;Mrs Sprout;
23.07.2024;Watering;Mrs Sprout;
31.07.2024;Watering;Mrs Sprout;
07.08.2024;Fertilizing;Mrs Sprout;
07.08.2024;Watering;Mrs Sprout;
14.08.2024;Watering;Mrs Sprout;
21.08.2024;Fertilizing;Mrs Sprout;
21.08.2024;Watering;Mrs Sprout;
29.08.2024;Watering;Mrs Sprout;
10.06.2024;Watering;Fuchur;
10.06.2024;Repot;Fuchur;
17.06.2024;Fertilizing;Fuchur;
17.06.2024;Watering;Fuchur;
19.06.2024;Watering;Fuchur;
27.06.2024;Watering;Fuchur;
04.07.2024;Watering;Fuchur;
11.07.2024;Watering;Fuchur;
23.07.2024;Fertilizing;Fuchur;
23.07.2024;Watering;Fuchur;
26.07.2024;Watering;Fuchur;
06.08.2024;Watering;Fuchur;
14.08.2024;Watering;Fuchur;
19.08.2024;Watering;Fuchur;
22.08.2024;Watering;Fuchur;
29.08.2024;Watering;Fuchur;
03.09.2024;Watering;Fuchur;
10.06.2024;Watering;Timon;
10.06.2024;Repot;Timon;
19.06.2024;Watering;Timon;
25.06.2024;Fertilizing;Timon;
25.06.2024;Watering;Timon;
03.07.2024;Watering;Timon;
03.07.2024;Fertilizing;Timon;
11.07.2024;Watering;Timon;
21.07.2024;Watering;Timon;
